customer_id,age,region,income,join_date
822,40,ON,118733,2020-08-06
823,46,ON,98619,2021-08-18
824,60,BC,59328,2022-08-05
825,28,ON,76479,2019-04-05
826,35,AB,50103,2021-11-25
827,64,ON,69891,2019-07-05
828,29,ON,40754,2019-01-28
829,26,QC,111437,2023-03-06
830,27,QC,102982,2022-11-23
831,75,ON,85922,2020-04-24
832,61,BC,78231,2021-05-15
833,34,QC,59301,2018-07-29
834,78,BC,92711,2021-02-12
835,55,ON,71323,2022-10-27
836,24,ON,48752,2019-10-08
837,63,AB,112205,2021-06-28
838,30,QC,43395,2018-08-07
839,57,ON,115957,2019-02-11
840,59,AB,86273,2022-01-06
841,26,QC,34895,2022-06-15
842,67,ON,106559,2021-10-09
843,44,ON,40699,2020-06-06
844,75,QC,95061,2019-07-12
845,19,QC,39715,2019-07-04
846,22,QC,49169,2018-05-22
847,46,ON,46163,2019-09-04
848,54,ON,35782,2019-05-16
849,55,AB,118177,2020-04-19
850,36,BC,114328,2019-12-03
851,25,QC,65585,2022-04-20
852,65,ON,60682,2022-08-10
853,62,ON,77864,2022-04-15
854,18,QC,114416,2023-02-13
855,39,BC,85114,2022-03-11
856,69,QC,68067,2019-08-19
857,34,BC,72685,2023-03-20
858,24,ON,48073,2018-10-08
859,42,BC,66035,2019-02-28
860,62,AB,94977,2020-05-05
861,21,ON,113362,2018-09-27
862,53,AB,95450,2018-06-03
863,23,QC,40382,2019-09-06
864,77,QC,34437,2022-10-17
865,48,QC,100971,2019-10-24
866,36,BC,94612,2023-05-22
867,78,ON,91929,2018-03-24
868,61,QC,42329,2022-07-04
869,71,QC,55169,2020-08-04
870,56,ON,117468,2020-06-17
871,44,QC,64594,2021-12-20
872,27,AB,106957,2021-07-22
873,43,ON,90631,2022-10-03
874,36,ON,75033,2018-10-11
875,56,ON,93133,2020-09-06
876,79,AB,103165,2018-06-22
877,20,ON,103861,2021-09-12
878,62,AB,82290,2022-10-08
879,30,ON,61750,2020-12-22
880,67,BC,70461,2021-01-01
881,45,QC,103800,2020-02-02
882,79,BC,108222,2022-07-18
883,75,QC,54226,2021-10-30
884,37,AB,36721,2019-09-25
885,45,BC,86154,2022-03-12
886,25,ON,50609,2020-02-26
887,78,QC,82130,2020-07-31
888,58,QC,102909,2020-10-08
889,56,BC,85249,2019-02-02
890,18,AB,78895,2021-02-17
891,20,BC,35656,2020-07-22
892,30,AB,104520,2021-12-31
893,45,AB,93740,2023-01-27
894,79,QC,94309,2019-11-07
895,74,BC,59984,2020-07-24
896,77,BC,103822,2019-04-10
897,66,AB,35901,2018-10-13
898,42,BC,61552,2018-09-22
899,73,ON,61055,2018-11-16
900,50,ON,67685,2019-11-04
901,55,BC,103965,2021-10-31
902,70,BC,44716,2020-03-30
903,23,AB,41138,2018-03-30
904,75,ON,65298,2022-08-05
905,61,ON,81112,2021-05-11
906,62,QC,53429,2020-03-31
907,49,AB,80200,2022-10-29
908,62,QC,101308,2020-09-27
909,78,ON,78244,2023-06-02
910,64,AB,47347,2018-11-30
911,38,BC,46920,2018-08-10
912,33,AB,61822,2018-02-10
913,71,BC,76659,2022-09-28
914,38,BC,70108,2018-03-09
915,28,AB,119099,2020-09-14
916,77,BC,37967,2022-12-05
917,54,QC,41871,2019-05-29
918,53,ON,107452,2023-03-12
919,52,BC,104270,2022-07-19
920,36,QC,63613,2022-07-04
921,37,BC,58179,2022-06-10
922,74,ON,82188,2023-05-15
923,35,QC,85099,2022-07-14
924,64,ON,65262,2021-02-24
925,58,ON,108213,2021-07-02
926,66,QC,48268,2019-11-26
927,31,QC,107866,2020-11-05
928,32,QC,116269,2019-04-22
929,48,AB,90545,2020-12-21
930,18,QC,102146,2020-05-30
931,70,QC,101966,2019-03-08
932,71,QC,69922,2022-08-21
933,71,QC,109364,2018-09-25
934,20,BC,72913,2020-11-24
935,33,AB,85677,2020-02-18
936,40,ON,79841,2022-05-19
937,74,QC,76332,2019-05-09
938,28,BC,55032,2022-05-05
939,29,BC,67846,2022-02-01
940,27,BC,89474,2022-11-26
941,49,ON,74936,2019-10-23
942,33,QC,59794,2021-09-10
943,25,AB,91588,2021-08-20
944,55,AB,100984,2021-07-23
945,29,BC,80331,2023-03-08
946,41,ON,58141,2023-06-10
947,45,ON,39074,2022-09-04
948,70,ON,36406,2023-05-07
949,25,AB,53291,2020-10-09
950,75,BC,71568,2021-05-09
951,45,QC,76851,2022-01-08
952,53,AB,84823,2023-04-13
953,43,BC,53312,2021-09-09
954,25,BC,73108,2020-11-24
955,75,QC,96918,2020-09-03
956,77,QC,64171,2019-04-27
957,67,QC,71779,2019-12-29
958,45,ON,98828,2019-04-25
959,45,QC,42411,2020-12-24
960,54,BC,87009,2020-10-28
961,58,QC,45422,2021-08-17
962,53,BC,72468,2018-12-09
963,44,AB,62371,2021-12-25
964,71,ON,87022,2021-12-18
965,34,AB,101229,2018-11-28
966,26,AB,81196,2019-03-14
967,50,BC,110354,2022-05-31
968,70,AB,56715,2018-06-23
969,37,BC,57605,2019-07-13
970,30,QC,61174,2019-06-11
971,45,QC,39956,2023-03-12
972,65,BC,106373,2019-10-21
973,46,QC,99252,2018-01-26
974,30,ON,91949,2020-03-30
975,63,AB,92646,2019-08-28
976,52,ON,100017,2019-02-10
977,78,AB,93037,2018-08-20
978,23,QC,119818,2019-06-17
979,35,ON,36548,2023-01-17
980,68,QC,103294,2022-04-23
981,22,AB,53177,2022-12-17
982,64,BC,54022,2019-05-20
983,42,BC,35542,2022-08-20
984,19,ON,90428,2018-06-28
985,27,QC,52740,2018-05-12
986,73,QC,89353,2023-01-21
987,47,ON,86532,2022-01-18
988,67,BC,46052,2018-12-14
989,76,AB,77076,2019-06-24
990,62,ON,83420,2020-02-11
991,22,AB,30671,2021-11-30
992,72,BC,30163,2018-03-17
993,73,QC,71424,2023-05-19
994,50,BC,83744,2019-08-02
995,71,ON,100331,2020-05-03
996,18,QC,40634,2022-02-24
997,35,ON,34798,2018-07-13
998,49,ON,52420,2021-03-31
999,64,BC,59300,2018-12-13
1000,66,ON,119881,2020-08-08
